customer_id,gender,age,city,signup_date,order_id,order_date,restaurant_name,dish_name,category,quantity,price,payment_method,order_frequency,last_order_date,loyalty_points,churned,rating,rating_date,delivery_status
C1665,Female,Senior,Karachi,26/2/2025,O5665,4/4/2024,Subway,Burger,Fast Food,2,753.44,Card,34,16/6/2025,371,Inactive,5,22/5/2025,Cancelled
C5503,Other,Teenager,Karachi,20/8/2025,O9503,4/4/2024,Subway,Burger,Continental,5,1055.72,Wallet,5,8/11/2024,487,Inactive,3,29/7/2025,Cancelled
C5064,Female,Adult,Peshawar,12/5/2024,O9064,5/4/2024,Burger King,Sandwich,Dessert,5,1204.31,Card,4,28/11/2024,232,Active,1,17/1/2025,Delayed
C1911,Other,Teenager,Peshawar,13/4/2025,O5911,5/4/2024,KFC,Fries,Dessert,3,1271.26,Wallet,18,24/4/2025,471,Inactive,5,26/7/2025,Delivered
C1937,Other,Teenager,Multan,2/12/2024,O5937,5/4/2024,KFC,Burger,Fast Food,2,615.89,Wallet,26,5/4/2025,372,Active,4,24/5/2025,Cancelled
C6008,Other,Teenager,Peshawar,10/6/2025,O10008,5/4/2024,KFC,Pizza,Fast Food,3,808.19,Wallet,32,11/5/2025,407,Inactive,2,15/10/2024,Cancelled
C2744,Male,Senior,Lahore,5/9/2024,O6744,6/4/2024,McDonald's,Fries,Chinese,5,1186.39,Wallet,6,21/9/2024,370,Active,4,16/1/2025,Delayed
C2465,Male,Adult,Peshawar,26/2/2024,O6465,6/4/2024,Subway,Fries,Fast Food,2,598.36,Cash,47,8/8/2025,51,Active,1,29/6/2025,Delayed
C2814,Female,Adult,Islamabad,8/5/2024,O6814,6/4/2024,Burger King,Fries,Continental,5,253.2,Cash,18,8/11/2024,172,Active,3,19/9/2024,Delayed
C1591,Female,Senior,Islamabad,14/2/2024,O5591,6/4/2024,Subway,Pasta,Chinese,1,701.79,Cash,17,23/11/2024,54,Inactive,4,22/1/2025,Delayed
C5042,Other,Senior,Lahore,1/12/2023,O9042,6/4/2024,McDonald's,Fries,Chinese,1,1359.62,Cash,11,18/11/2024,447,Inactive,2,21/10/2024,Cancelled
C1526,Male,Senior,Islamabad,2/2/2024,O5526,6/4/2024,KFC,Sandwich,Dessert,4,456.66,Cash,33,22/4/2025,181,Active,1,20/7/2025,Delayed
C2114,Female,Senior,Lahore,13/2/2025,O6114,6/4/2024,Pizza Hut,Sandwich,Italian,3,857.13,Card,13,22/6/2025,115,Inactive,4,20/1/2025,Delayed
C4985,Male,Teenager,Karachi,26/8/2023,O8985,6/4/2024,Pizza Hut,Pizza,Fast Food,1,1100.43,Wallet,22,29/10/2024,51,Active,2,14/7/2025,Cancelled
C1055,Other,Senior,Multan,11/12/2023,O5055,6/4/2024,Pizza Hut,Pizza,Fast Food,3,877.31,Card,16,18/2/2025,31,Active,2,24/8/2024,Cancelled
C3844,Other,Teenager,Karachi,6/12/2024,O7844,7/4/2024,Subway,Fries,Dessert,4,438.45,Card,28,23/3/2025,324,Active,2,15/2/2025,Cancelled
C6035,Male,Teenager,Karachi,27/1/2025,O10035,7/4/2024,KFC,Pizza,Chinese,3,946.01,Wallet,27,19/2/2025,254,Inactive,1,23/3/2025,Delayed
C3055,Female,Adult,Islamabad,27/2/2024,O7055,7/4/2024,KFC,Pizza,Fast Food,4,1195.05,Wallet,9,3/12/2024,382,Inactive,4,26/8/2024,Delayed
C4505,Male,Adult,Peshawar,7/5/2025,O8505,7/4/2024,Subway,Pasta,Italian,5,328.79,Wallet,30,22/8/2024,329,Inactive,5,20/6/2025,Cancelled
C5288,Male,Teenager,Lahore,29/10/2023,O9288,7/4/2024,KFC,Burger,Continental,3,410.83,Card,8,28/1/2025,387,Active,1,10/4/2025,Cancelled
C3526,Male,Senior,Multan,20/8/2024,O7526,8/4/2024,Subway,Sandwich,Fast Food,1,935.47,Card,36,31/12/2024,385,Active,4,7/10/2024,Delayed
C2905,Other,Teenager,Islamabad,25/5/2024,O6905,8/4/2024,Pizza Hut,Burger,Fast Food,1,514.31,Wallet,6,21/12/2024,271,Inactive,4,14/12/2024,Delivered
C1040,Other,Teenager,Lahore,11/5/2025,O5040,8/4/2024,Subway,Fries,Continental,4,534.17,Wallet,38,2/1/2025,382,Inactive,3,1/11/2024,Delayed
C2427,Other,Adult,Islamabad,12/9/2024,O6427,8/4/2024,Burger King,Burger,Fast Food,2,687.88,Cash,3,23/3/2025,122,Active,2,23/7/2025,Delayed
C2143,Other,Teenager,Islamabad,16/1/2025,O6143,8/4/2024,Pizza Hut,Pizza,Italian,4,825.88,Card,31,9/10/2024,83,Active,5,15/11/2024,Cancelled
C5079,Other,Senior,Karachi,9/5/2025,O9079,8/4/2024,McDonald's,Sandwich,Chinese,3,501.34,Wallet,22,5/10/2024,169,Inactive,5,24/6/2025,Cancelled
C4317,Male,Teenager,Islamabad,20/10/2023,O8317,8/4/2024,McDonald's,Pasta,Fast Food,3,653.02,Wallet,48,1/8/2025,35,Inactive,3,22/10/2024,Cancelled
C3854,Female,Teenager,Islamabad,22/8/2024,O7854,8/4/2024,Pizza Hut,Sandwich,Italian,2,129.62,Card,27,20/8/2025,163,Inactive,5,30/12/2024,Delivered
C4311,Other,Teenager,Peshawar,16/2/2025,O8311,8/4/2024,Subway,Burger,Dessert,5,856.2,Cash,30,26/6/2025,259,Active,4,20/6/2025,Cancelled
C2788,Female,Senior,Lahore,18/10/2024,O6788,8/4/2024,Burger King,Sandwich,Dessert,3,1057.71,Cash,44,27/3/2025,309,Inactive,5,25/8/2024,Delayed
C5209,Male,Teenager,Lahore,12/7/2025,O9209,8/4/2024,McDonald's,Burger,Italian,2,579.46,Wallet,31,17/3/2025,282,Inactive,3,11/10/2024,Delayed
C3773,Other,Adult,Multan,30/8/2023,O7773,9/4/2024,McDonald's,Pizza,Italian,5,273.55,Card,37,10/5/2025,101,Inactive,3,17/10/2024,Delayed
C4914,Other,Teenager,Islamabad,5/9/2024,O8914,9/4/2024,KFC,Sandwich,Chinese,1,1305.02,Card,49,22/9/2024,226,Active,1,17/12/2024,Cancelled
C1711,Other,Senior,Peshawar,9/8/2024,O5711,9/4/2024,McDonald's,Pasta,Continental,4,537.04,Wallet,2,26/1/2025,357,Inactive,4,24/8/2024,Delivered
C5023,Male,Senior,Peshawar,5/4/2025,O9023,9/4/2024,Pizza Hut,Fries,Continental,5,393.5,Wallet,27,13/8/2025,110,Active,3,29/4/2025,Delayed
C4846,Male,Adult,Islamabad,10/11/2023,O8846,9/4/2024,Pizza Hut,Burger,Chinese,5,1435,Cash,27,8/6/2025,109,Inactive,2,3/4/2025,Cancelled
C2859,Male,Teenager,Lahore,4/9/2024,O6859,9/4/2024,Pizza Hut,Fries,Fast Food,3,727.42,Wallet,45,23/2/2025,430,Inactive,1,22/12/2024,Delayed
C5965,Male,Senior,Karachi,13/7/2025,O9965,9/4/2024,KFC,Pizza,Chinese,5,282.42,Cash,50,13/4/2025,178,Inactive,4,24/10/2024,Cancelled
C4169,Male,Teenager,Karachi,27/2/2024,O8169,9/4/2024,Burger King,Burger,Continental,5,580.21,Cash,30,22/7/2025,414,Active,1,25/6/2025,Delivered
C2382,Other,Adult,Peshawar,15/12/2024,O6382,9/4/2024,KFC,Pizza,Continental,3,1218.52,Wallet,22,12/11/2024,252,Active,1,27/2/2025,Delayed
C1070,Female,Teenager,Peshawar,10/8/2024,O5070,9/4/2024,Subway,Pasta,Italian,1,1420.93,Cash,8,26/5/2025,486,Active,3,19/1/2025,Delivered
C5265,Female,Senior,Peshawar,18/10/2023,O9265,9/4/2024,Subway,Burger,Dessert,2,828.91,Card,47,23/10/2024,436,Active,5,2/1/2025,Delayed
C3325,Male,Adult,Islamabad,17/7/2025,O7325,10/4/2024,Subway,Pasta,Continental,5,1057.64,Card,44,21/6/2025,231,Active,2,7/11/2024,Delivered
C5559,Male,Teenager,Lahore,1/1/2025,O9559,10/4/2024,McDonald's,Burger,Fast Food,3,510.7,Cash,24,23/3/2025,241,Inactive,3,11/11/2024,Cancelled
C6259,Other,Teenager,Karachi,4/6/2024,O10259,10/4/2024,Subway,Pasta,Continental,4,1260.3,Card,41,13/3/2025,300,Active,4,2/11/2024,Delivered
C5574,Male,Senior,Multan,26/5/2025,O9574,10/4/2024,Subway,Fries,Fast Food,2,291.54,Wallet,31,5/7/2025,38,Active,2,7/11/2024,Delivered
C1793,Other,Teenager,Lahore,7/5/2024,O5793,11/4/2024,KFC,Fries,Chinese,4,303.81,Cash,24,9/8/2025,372,Inactive,3,22/9/2024,Delivered
C4752,Female,Adult,Lahore,19/9/2023,O8752,11/4/2024,McDonald's,Burger,Fast Food,5,185.13,Card,26,5/1/2025,330,Inactive,3,20/11/2024,Delayed
C5133,Male,Teenager,Karachi,11/6/2025,O9133,11/4/2024,Burger King,Pizza,Chinese,3,1150.16,Cash,7,21/2/2025,184,Inactive,1,8/11/2024,Cancelled
C5002,Male,Teenager,Lahore,7/4/2025,O9002,11/4/2024,KFC,Pasta,Italian,2,757.35,Cash,20,30/12/2024,237,Inactive,1,15/4/2025,Delayed
C5539,Male,Senior,Peshawar,17/5/2024,O9539,11/4/2024,Burger King,Pasta,Chinese,3,345.18,Wallet,38,23/1/2025,447,Active,2,27/11/2024,Delivered
C5437,Other,Senior,Peshawar,19/7/2024,O9437,11/4/2024,McDonald's,Pasta,Continental,5,1439.98,Card,45,11/1/2025,385,Inactive,3,20/11/2024,Delayed
C4574,Female,Adult,Islamabad,27/4/2025,O8574,12/4/2024,KFC,Sandwich,Fast Food,3,600.67,Card,30,14/12/2024,315,Active,3,28/5/2025,Cancelled
C6853,Other,Adult,Karachi,6/1/2024,O10853,12/4/2024,Pizza Hut,Burger,Italian,1,1353.19,Card,6,11/1/2025,361,Inactive,2,11/6/2025,Delayed
C3211,Female,Teenager,Islamabad,20/2/2025,O7211,12/4/2024,KFC,Pizza,Italian,4,545.88,Wallet,32,23/10/2024,70,Inactive,3,3/8/2025,Cancelled
C2853,Male,Teenager,Islamabad,1/3/2024,O6853,12/4/2024,Pizza Hut,Pasta,Continental,3,577.52,Cash,1,4/7/2025,384,Active,5,4/8/2025,Cancelled
C2412,Other,Senior,Multan,6/6/2025,O6412,12/4/2024,KFC,Burger,Fast Food,2,813.76,Card,33,1/4/2025,422,Inactive,3,18/5/2025,Cancelled
C6833,Other,Adult,Peshawar,28/3/2025,O10833,12/4/2024,Burger King,Pizza,Fast Food,2,996.97,Cash,18,9/1/2025,93,Inactive,1,10/3/2025,Delivered
C2730,Male,Teenager,Lahore,10/1/2024,O6730,12/4/2024,KFC,Burger,Continental,3,579.22,Wallet,1,10/9/2024,260,Inactive,4,30/5/2025,Delayed
C4738,Other,Senior,Lahore,6/10/2023,O8738,12/4/2024,Subway,Pasta,Continental,5,1445.31,Cash,49,9/3/2025,19,Inactive,1,13/11/2024,Delivered
C5154,Female,Senior,Lahore,4/4/2024,O9154,12/4/2024,Burger King,Fries,Italian,3,1482.13,Card,31,3/6/2025,251,Active,4,13/4/2025,Delivered
C3794,Other,Senior,Peshawar,25/6/2025,O7794,12/4/2024,Burger King,Fries,Dessert,5,733.3,Card,48,1/12/2024,447,Inactive,3,13/1/2025,Delivered
C2668,Male,Senior,Lahore,31/12/2024,O6668,12/4/2024,McDonald's,Pizza,Dessert,5,997.23,Card,45,13/8/2025,315,Active,2,6/5/2025,Cancelled
C1734,Male,Teenager,Peshawar,5/10/2024,O5734,13/4/2024,McDonald's,Sandwich,Chinese,5,790.07,Wallet,8,18/7/2025,361,Active,2,17/12/2024,Delayed
C3297,Other,Teenager,Multan,14/9/2024,O7297,13/4/2024,KFC,Pizza,Italian,2,564.24,Cash,48,12/4/2025,483,Inactive,3,16/8/2025,Delivered
C5945,Other,Teenager,Islamabad,18/6/2024,O9945,13/4/2024,Pizza Hut,Sandwich,Chinese,1,864.56,Wallet,32,31/12/2024,148,Active,5,27/9/2024,Delayed
C1556,Other,Senior,Lahore,16/2/2024,O5556,13/4/2024,Pizza Hut,Fries,Chinese,3,604.15,Card,49,15/2/2025,122,Inactive,2,16/8/2025,Delivered
C3660,Other,Senior,Peshawar,30/10/2024,O7660,13/4/2024,McDonald's,Sandwich,Dessert,5,1103.32,Cash,40,13/12/2024,86,Active,1,1/8/2025,Delivered
C2733,Other,Senior,Multan,24/10/2024,O6733,13/4/2024,Pizza Hut,Sandwich,Italian,5,416.81,Wallet,36,29/3/2025,108,Active,3,15/2/2025,Delivered
C4212,Male,Senior,Karachi,22/3/2024,O8212,13/4/2024,McDonald's,Pasta,Chinese,2,1276.74,Card,42,12/3/2025,104,Inactive,3,9/6/2025,Delivered
C3141,Other,Teenager,Lahore,26/4/2024,O7141,13/4/2024,Subway,Fries,Italian,4,451.39,Cash,34,24/1/2025,428,Inactive,3,29/4/2025,Delayed
C6614,Female,Teenager,Karachi,12/2/2024,O10614,13/4/2024,Pizza Hut,Sandwich,Dessert,5,1308.6,Card,47,18/6/2025,264,Inactive,2,23/10/2024,Cancelled
C1983,Female,Senior,Islamabad,1/2/2024,O5983,14/4/2024,KFC,Burger,Continental,4,1297.71,Wallet,1,18/3/2025,419,Active,4,29/1/2025,Delayed
C1453,Male,Teenager,Multan,23/10/2023,O5453,14/4/2024,Pizza Hut,Sandwich,Continental,5,204.29,Wallet,28,6/1/2025,467,Inactive,1,10/10/2024,Delayed
C4208,Female,Adult,Multan,1/10/2023,O8208,14/4/2024,Subway,Pasta,Chinese,2,1249.22,Wallet,46,19/12/2024,141,Active,4,22/4/2025,Delayed
C6568,Male,Teenager,Lahore,18/11/2023,O10568,14/4/2024,KFC,Burger,Chinese,5,628.19,Cash,40,21/11/2024,354,Inactive,5,9/11/2024,Delivered
C1008,Male,Teenager,Multan,14/3/2024,O5008,14/4/2024,KFC,Pizza,Fast Food,2,541.91,Card,7,20/11/2024,426,Active,2,15/3/2025,Cancelled
C6417,Female,Teenager,Lahore,12/4/2025,O10417,14/4/2024,KFC,Sandwich,Italian,5,532.05,Cash,19,5/1/2025,256,Inactive,1,23/1/2025,Cancelled
C5235,Male,Senior,Islamabad,16/2/2024,O9235,14/4/2024,McDonald's,Pasta,Chinese,3,1007.05,Card,15,15/8/2025,182,Inactive,4,17/2/2025,Delayed
C1819,Other,Teenager,Lahore,13/8/2024,O5819,14/4/2024,McDonald's,Sandwich,Chinese,5,354.3,Card,50,17/12/2024,334,Active,2,2/8/2025,Delivered
C1987,Male,Adult,Lahore,6/7/2024,O5987,14/4/2024,Pizza Hut,Sandwich,Chinese,1,485.88,Cash,39,21/12/2024,407,Active,5,9/10/2024,Delivered
C1576,Other,Teenager,Peshawar,27/6/2024,O5576,14/4/2024,KFC,Sandwich,Dessert,3,628.87,Card,23,22/2/2025,188,Active,5,3/3/2025,Delivered
C4713,Female,Teenager,Lahore,2/11/2024,O8713,14/4/2024,KFC,Pasta,Chinese,3,546.86,Cash,7,25/3/2025,418,Inactive,4,13/9/2024,Delivered
C4058,Male,Teenager,Multan,4/5/2025,O8058,14/4/2024,McDonald's,Sandwich,Chinese,5,144.1,Cash,23,22/10/2024,100,Active,2,11/6/2025,Delayed
C3719,Male,Senior,Islamabad,24/11/2023,O7719,14/4/2024,Burger King,Pasta,Italian,2,1247.54,Cash,42,21/4/2025,176,Active,3,19/11/2024,Delayed
C2008,Male,Senior,Lahore,7/7/2024,O6008,14/4/2024,Pizza Hut,Fries,Continental,5,1410.5,Wallet,43,13/4/2025,477,Active,2,9/10/2024,Delayed
C2932,Male,Adult,Karachi,3/6/2024,O6932,15/4/2024,Burger King,Sandwich,Fast Food,3,1165.12,Wallet,16,28/4/2025,217,Active,1,28/4/2025,Delivered
C5647,Female,Teenager,Multan,13/5/2024,O9647,15/4/2024,Subway,Pasta,Fast Food,5,1471.71,Wallet,12,3/5/2025,149,Active,2,20/7/2025,Cancelled
C2552,Female,Adult,Peshawar,28/6/2025,O6552,15/4/2024,Burger King,Pasta,Continental,5,1441.98,Card,13,23/11/2024,174,Inactive,4,30/4/2025,Cancelled
C6892,Other,Senior,Multan,30/3/2024,O10892,15/4/2024,Burger King,Sandwich,Dessert,4,987.68,Cash,37,2/4/2025,35,Active,4,21/3/2025,Delayed
C2685,Female,Adult,Lahore,4/7/2024,O6685,15/4/2024,Burger King,Sandwich,Continental,4,739.21,Wallet,17,2/3/2025,132,Inactive,3,4/7/2025,Cancelled
C1381,Other,Senior,Lahore,24/3/2025,O5381,15/4/2024,Subway,Pasta,Dessert,5,452.5,Cash,29,12/5/2025,315,Inactive,4,29/3/2025,Delivered
C6622,Male,Senior,Karachi,10/12/2024,O10622,15/4/2024,Burger King,Burger,Continental,2,708.98,Card,21,30/1/2025,279,Active,3,15/2/2025,Delivered
C3893,Female,Adult,Multan,14/3/2025,O7893,15/4/2024,Subway,Fries,Italian,3,1293.72,Card,12,3/11/2024,373,Inactive,2,15/2/2025,Delayed
C2070,Female,Adult,Lahore,1/7/2024,O6070,16/4/2024,Burger King,Burger,Italian,1,246.12,Card,24,28/6/2025,488,Active,5,10/5/2025,Delayed
C3385,Other,Teenager,Lahore,24/4/2024,O7385,16/4/2024,KFC,Fries,Chinese,1,1016.12,Wallet,13,11/6/2025,364,Inactive,4,15/3/2025,Delayed
C4181,Female,Adult,Multan,23/9/2024,O8181,16/4/2024,Subway,Fries,Italian,5,433.26,Card,16,30/12/2024,45,Active,5,11/4/2025,Delivered
C3015,Male,Teenager,Lahore,8/5/2025,O7015,16/4/2024,Subway,Pasta,Dessert,4,150.69,Wallet,28,15/11/2024,254,Active,1,3/4/2025,Cancelled
C4504,Other,Adult,Karachi,24/9/2023,O8504,17/4/2024,McDonald's,Pizza,Dessert,3,271.27,Card,2,4/5/2025,211,Inactive,2,15/10/2024,Delayed
C1262,Other,Adult,Peshawar,15/5/2024,O5262,17/4/2024,Subway,Pasta,Fast Food,4,342.4,Wallet,36,14/9/2024,6,Inactive,1,22/12/2024,Delayed
C1607,Male,Adult,Karachi,1/3/2024,O5607,17/4/2024,Pizza Hut,Sandwich,Dessert,3,652.76,Cash,11,6/12/2024,133,Active,1,4/7/2025,Cancelled
C1861,Male,Senior,Lahore,27/3/2025,O5861,17/4/2024,Subway,Pizza,Italian,3,101.72,Cash,32,4/7/2025,7,Inactive,5,28/2/2025,Delayed
C5456,Other,Senior,Karachi,25/4/2025,O9456,17/4/2024,McDonald's,Fries,Fast Food,5,1225.63,Cash,37,28/7/2025,351,Inactive,5,27/8/2024,Cancelled
C2880,Male,Teenager,Islamabad,21/9/2024,O6880,17/4/2024,Burger King,Pasta,Continental,2,1317.43,Cash,2,22/5/2025,335,Active,4,21/10/2024,Delivered
C4547,Other,Adult,Islamabad,12/5/2025,O8547,17/4/2024,McDonald's,Fries,Italian,3,978.1,Card,25,31/12/2024,317,Inactive,3,17/10/2024,Delayed
C5635,Male,Senior,Islamabad,16/9/2024,O9635,17/4/2024,Pizza Hut,Fries,Chinese,3,582.57,Wallet,41,25/6/2025,277,Inactive,5,25/12/2024,Delivered
C1476,Male,Adult,Islamabad,12/5/2025,O5476,18/4/2024,Subway,Pizza,Dessert,5,871.57,Wallet,1,19/2/2025,273,Active,1,10/7/2025,Delayed
C2489,Other,Adult,Peshawar,25/5/2024,O6489,18/4/2024,McDonald's,Pasta,Italian,5,383.33,Cash,19,18/1/2025,301,Active,1,8/6/2025,Cancelled
C5868,Female,Senior,Islamabad,30/8/2024,O9868,18/4/2024,Subway,Burger,Dessert,4,744.41,Wallet,3,12/10/2024,386,Inactive,1,26/7/2025,Delivered
C3403,Female,Senior,Lahore,19/12/2024,O7403,18/4/2024,Subway,Burger,Continental,5,744.94,Cash,16,13/6/2025,412,Active,4,1/10/2024,Delayed
C1472,Male,Senior,Multan,11/5/2024,O5472,19/4/2024,Pizza Hut,Burger,Fast Food,2,138.02,Cash,46,12/12/2024,255,Active,1,28/6/2025,Delivered
C1597,Female,Senior,Karachi,5/11/2023,O5597,19/4/2024,KFC,Pasta,Chinese,3,1297.02,Cash,27,26/2/2025,30,Inactive,3,29/8/2024,Delayed
C1509,Male,Teenager,Multan,27/9/2023,O5509,19/4/2024,Burger King,Burger,Chinese,1,436.88,Wallet,9,17/9/2024,297,Active,2,14/8/2025,Delayed
C2102,Male,Senior,Karachi,17/8/2024,O6102,19/4/2024,McDonald's,Fries,Continental,5,743.39,Wallet,49,8/6/2025,387,Active,3,16/11/2024,Delayed
C3070,Female,Senior,Karachi,6/5/2025,O7070,19/4/2024,Burger King,Sandwich,Continental,1,1231.51,Card,40,6/1/2025,128,Active,2,24/5/2025,Cancelled
C6121,Male,Adult,Peshawar,1/1/2025,O10121,19/4/2024,KFC,Sandwich,Dessert,1,1170.11,Card,44,1/3/2025,408,Active,1,9/7/2025,Cancelled
C2211,Male,Adult,Peshawar,24/5/2024,O6211,19/4/2024,KFC,Fries,Dessert,3,1357.31,Cash,8,27/7/2025,108,Active,3,13/6/2025,Delayed
C5279,Male,Adult,Peshawar,18/11/2023,O9279,19/4/2024,KFC,Sandwich,Continental,4,1089.32,Wallet,8,18/3/2025,28,Active,5,28/9/2024,Delivered
C6786,Male,Senior,Islamabad,13/2/2025,O10786,19/4/2024,Subway,Pizza,Fast Food,2,651.04,Wallet,27,7/6/2025,483,Active,1,23/4/2025,Cancelled
C6588,Male,Adult,Karachi,6/12/2023,O10588,19/4/2024,Pizza Hut,Sandwich,Continental,4,1107.49,Card,25,27/6/2025,141,Inactive,1,23/4/2025,Cancelled
C4530,Other,Adult,Islamabad,2/7/2024,O8530,19/4/2024,Burger King,Pasta,Fast Food,4,1266.16,Cash,22,3/1/2025,108,Active,2,5/9/2024,Delayed
C6723,Female,Senior,Peshawar,20/4/2024,O10723,19/4/2024,Burger King,Pasta,Italian,1,613.36,Card,16,26/12/2024,105,Active,3,4/11/2024,Cancelled
C1127,Male,Senior,Islamabad,13/5/2024,O5127,19/4/2024,Subway,Fries,Chinese,5,181.19,Card,43,31/3/2025,192,Active,4,12/1/2025,Cancelled
C2326,Female,Adult,Multan,8/11/2023,O6326,20/4/2024,KFC,Burger,Dessert,4,1265.45,Card,35,10/6/2025,216,Active,3,17/6/2025,Delivered
C5553,Male,Adult,Lahore,23/11/2023,O9553,20/4/2024,McDonald's,Burger,Chinese,4,1108.18,Wallet,48,5/8/2025,397,Active,2,16/7/2025,Delivered
C6618,Female,Teenager,Islamabad,23/2/2025,O10618,20/4/2024,Subway,Burger,Dessert,4,752.24,Cash,4,28/12/2024,334,Active,3,12/10/2024,Delayed
C5680,Other,Teenager,Karachi,30/5/2024,O9680,20/4/2024,McDonald's,Sandwich,Fast Food,3,1194.59,Cash,18,12/12/2024,198,Inactive,1,14/10/2024,Cancelled
C1455,Female,Teenager,Peshawar,2/11/2023,O5455,20/4/2024,Subway,Burger,Dessert,5,100.49,Card,30,23/3/2025,87,Active,4,25/11/2024,Delayed
C5908,Other,Senior,Peshawar,8/12/2023,O9908,20/4/2024,KFC,Fries,Continental,2,288.23,Card,6,18/2/2025,98,Active,3,21/5/2025,Delayed
C6749,Other,Teenager,Multan,31/1/2025,O10749,20/4/2024,KFC,Pizza,Italian,2,438.56,Card,10,29/8/2024,403,Active,3,16/2/2025,Delayed
C1902,Male,Adult,Lahore,23/5/2024,O5902,21/4/2024,McDonald's,Burger,Fast Food,5,703.06,Card,37,15/8/2025,373,Active,2,22/10/2024,Delayed
C4460,Female,Senior,Lahore,15/12/2024,O8460,21/4/2024,McDonald's,Pasta,Dessert,3,1183.59,Card,5,18/7/2025,431,Inactive,1,1/7/2025,Delayed
C2491,Male,Teenager,Multan,15/5/2025,O6491,21/4/2024,Burger King,Fries,Dessert,4,1135.77,Cash,39,3/11/2024,385,Active,2,17/6/2025,Delayed
C4668,Female,Teenager,Islamabad,25/6/2025,O8668,21/4/2024,KFC,Sandwich,Chinese,4,204.09,Cash,28,28/6/2025,354,Active,3,3/4/2025,Delayed
C2391,Female,Senior,Islamabad,21/8/2025,O6391,21/4/2024,KFC,Sandwich,Fast Food,2,1370.32,Card,20,21/5/2025,416,Inactive,4,13/7/2025,Cancelled
C6942,Other,Teenager,Peshawar,12/11/2023,O10942,21/4/2024,KFC,Pizza,Continental,2,966.75,Cash,43,28/8/2024,66,Inactive,2,18/5/2025,Delayed
C4770,Other,Adult,Islamabad,29/11/2024,O8770,21/4/2024,KFC,Pizza,Italian,2,716.04,Card,3,20/4/2025,111,Active,4,29/3/2025,Delayed
C4418,Male,Teenager,Karachi,18/10/2024,O8418,21/4/2024,Pizza Hut,Fries,Chinese,5,588.62,Wallet,32,9/6/2025,235,Active,3,9/8/2025,Delayed
C2227,Other,Adult,Lahore,3/8/2024,O6227,21/4/2024,KFC,Pasta,Fast Food,5,612.97,Wallet,3,2/3/2025,239,Inactive,3,18/12/2024,Cancelled
C5368,Other,Teenager,Karachi,24/7/2025,O9368,21/4/2024,McDonald's,Pizza,Italian,4,622.33,Wallet,16,18/9/2024,405,Inactive,3,6/6/2025,Delivered
C5803,Male,Senior,Islamabad,5/9/2023,O9803,21/4/2024,McDonald's,Fries,Continental,5,1180.16,Wallet,37,23/5/2025,494,Active,1,7/12/2024,Delivered
C6119,Female,Teenager,Lahore,3/10/2023,O10119,21/4/2024,Burger King,Burger,Chinese,5,780.02,Cash,39,23/1/2025,203,Active,3,6/4/2025,Delivered
C3076,Female,Adult,Islamabad,6/7/2025,O7076,21/4/2024,Subway,Pizza,Fast Food,3,454.13,Card,3,23/8/2024,298,Inactive,2,14/6/2025,Cancelled
C6714,Other,Adult,Islamabad,31/5/2025,O10714,21/4/2024,McDonald's,Pizza,Fast Food,3,1152.02,Cash,40,15/7/2025,72,Active,5,7/8/2025,Delayed
C4487,Male,Adult,Peshawar,9/5/2024,O8487,22/4/2024,Pizza Hut,Pizza,Continental,3,1425.04,Wallet,34,15/6/2025,364,Active,1,11/7/2025,Delayed
C1460,Female,Teenager,Peshawar,22/9/2024,O5460,22/4/2024,Subway,Burger,Continental,1,1015.44,Card,33,25/8/2024,424,Active,5,10/8/2025,Delayed
C2026,Male,Adult,Islamabad,10/12/2024,O6026,22/4/2024,McDonald's,Pasta,Continental,4,1182.8,Card,40,26/5/2025,491,Active,3,13/9/2024,Delayed
C5939,Female,Senior,Multan,19/4/2025,O9939,22/4/2024,McDonald's,Pasta,Continental,1,786.54,Card,42,3/4/2025,298,Inactive,4,28/9/2024,Cancelled
C4055,Male,Teenager,Karachi,10/8/2025,O8055,22/4/2024,Pizza Hut,Fries,Dessert,2,875.73,Wallet,30,4/3/2025,155,Inactive,3,26/9/2024,Delayed
C5659,Male,Adult,Multan,7/4/2024,O9659,22/4/2024,KFC,Burger,Dessert,4,159.56,Card,35,3/8/2025,380,Active,1,19/4/2025,Cancelled
C3097,Male,Teenager,Karachi,6/1/2025,O7097,22/4/2024,KFC,Pizza,Chinese,5,261.03,Wallet,25,4/4/2025,171,Active,4,7/11/2024,Cancelled
C2590,Male,Teenager,Multan,14/11/2023,O6590,22/4/2024,Pizza Hut,Pizza,Continental,4,721.66,Card,20,14/12/2024,158,Inactive,4,1/12/2024,Cancelled
C1503,Female,Teenager,Karachi,12/3/2025,O5503,22/4/2024,Pizza Hut,Sandwich,Fast Food,5,193.42,Cash,49,26/2/2025,75,Active,2,11/10/2024,Delayed
C3497,Other,Senior,Lahore,18/6/2024,O7497,22/4/2024,McDonald's,Sandwich,Chinese,4,222.31,Wallet,4,11/5/2025,450,Inactive,4,8/6/2025,Delivered
C4774,Other,Adult,Islamabad,29/11/2023,O8774,23/4/2024,Burger King,Fries,Italian,3,509.02,Cash,46,25/11/2024,193,Active,4,4/4/2025,Cancelled
C1965,Female,Teenager,Lahore,15/12/2024,O5965,23/4/2024,Pizza Hut,Fries,Italian,2,321.96,Wallet,25,9/7/2025,222,Inactive,1,7/6/2025,Cancelled
